log_id,maintenance_date,work_description,cost,drone_id
14144,2026-03-28,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,801.38,369
14145,2025-01-12,Thermal camera sensor recalibration and firmware patch application.,241.02,588
14146,2024-05-14,Replaced main battery connector due to pin corrosion and tested power draw under load.,274.83,332
14147,2025-09-30,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,509.26,251
14148,2025-11-29,Replaced main battery connector due to pin corrosion and tested power draw under load.,745.41,128
14149,2026-02-05,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,875.48,269
14150,2026-03-06,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,566.47,346
14151,2026-02-17,Thermal camera sensor recalibration and firmware patch application.,626.86,590
14152,2025-10-17,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,177.36,290
14153,2024-07-04,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,312.43,515
14154,2025-11-18,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,681.06,501
14155,2024-12-25,Thermal camera sensor recalibration and firmware patch application.,992.15,481
14156,2025-07-16,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,353.06,160
14157,2024-01-21,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,217.11,497
14158,2024-05-18,Installed new vibration dampening mounts on the camera gimbal payload.,130.32,204
14159,2023-06-26,Installed new vibration dampening mounts on the camera gimbal payload.,665.07,387
14160,2026-02-16,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,102.1,223
14161,2025-12-26,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,174.54,315
14162,2025-09-12,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,176.07,235
14163,2025-02-11,Replaced main battery connector due to pin corrosion and tested power draw under load.,213.94,171
14164,2025-12-12,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,728.33,476
14165,2025-06-06,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,320.68,133
14166,2025-12-29,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,805.05,154
14167,2025-12-19,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,699.12,442
14168,2024-01-31,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,601.12,203
14169,2025-07-16,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,402.27,550
14170,2026-02-05,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,928.82,473
14171,2024-10-16,Thermal camera sensor recalibration and firmware patch application.,878.98,149
14172,2025-07-26,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,940.33,423
14173,2026-03-11,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,834.31,558
14174,2025-12-11,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,155.71,391
14175,2023-10-22,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,508.55,371
14176,2026-01-13,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,156.03,368
14177,2026-04-06,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,859.23,314
14178,2026-02-08,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,799.65,566
14179,2026-03-31,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,332.83,433
14180,2025-09-30,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,717.24,441
14181,2026-04-06,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,854.46,163
14182,2026-02-19,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,834.53,545
14183,2024-06-27,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,190.04,264
14184,2026-03-13,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,811.88,455
14185,2025-05-03,Thermal camera sensor recalibration and firmware patch application.,797.14,403
14186,2025-10-15,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,738.87,189
14187,2024-12-09,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,748.36,291
14188,2025-03-26,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,873.28,109
14189,2026-01-18,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,811.56,422
14190,2024-11-14,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,749.65,483
14191,2025-08-04,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,809.78,264
14192,2026-03-08,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,306.04,120
14193,2026-04-05,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,458.99,466
14194,2025-01-22,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,849.42,452
14195,2026-02-27,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,293.39,174
14196,2025-06-26,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,538.79,331
14197,2024-07-21,Replaced main battery connector due to pin corrosion and tested power draw under load.,901.67,300
14198,2026-03-31,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,351.64,564
14199,2025-12-01,Installed new vibration dampening mounts on the camera gimbal payload.,860.39,587
14200,2026-03-26,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,833.33,580
14201,2025-05-09,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,295.77,291
14202,2025-10-27,Replaced main battery connector due to pin corrosion and tested power draw under load.,142.48,6
14203,2024-04-12,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,369.86,460
14204,2025-11-10,Replaced main battery connector due to pin corrosion and tested power draw under load.,873.41,396
14205,2026-03-29,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,983.79,434
14206,2026-01-26,Installed new vibration dampening mounts on the camera gimbal payload.,245.91,196
14207,2025-10-12,Thermal camera sensor recalibration and firmware patch application.,903.64,367
14208,2025-10-19,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,618.44,208
14209,2026-01-07,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,879.39,366
14210,2026-04-05,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,503.48,329
14211,2026-03-24,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,114.77,294
14212,2025-07-09,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,467.26,310
14213,2026-03-12,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,636.11,328
14214,2025-12-28,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,453.49,166
14215,2025-11-09,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,914.53,175
14216,2025-09-18,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,763.0,110
14217,2026-01-15,Thermal camera sensor recalibration and firmware patch application.,399.74,418
14218,2025-11-02,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,723.92,184
14219,2025-08-05,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,228.25,257
14220,2024-12-04,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,414.15,357
14221,2024-07-22,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,847.69,338
14222,2026-03-19,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,204.73,411
14223,2026-02-23,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,293.81,431
14224,2026-02-16,Replaced main battery connector due to pin corrosion and tested power draw under load.,775.4,374
14225,2025-02-13,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,502.28,416
14226,2025-11-28,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,858.78,472
14227,2024-07-22,Thermal camera sensor recalibration and firmware patch application.,153.91,393
14228,2026-03-20,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,554.99,218
14229,2024-01-14,Replaced main battery connector due to pin corrosion and tested power draw under load.,556.89,264
14230,2024-11-10,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,741.26,491
14231,2026-01-24,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,778.81,451
14232,2025-08-25,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,496.08,327
14233,2024-01-24,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,989.71,370
14234,2023-05-13,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,527.75,108
14235,2025-10-22,Thermal camera sensor recalibration and firmware patch application.,485.78,189
14236,2025-07-16,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,637.73,208
